"playerID","awardID","yearID","lgID","tie","notes"
"sheffga01","TSN All-Star","1992","NL","","3B"
"daultda01","TSN All-Star","1992","NL","","C"
"glavito02","TSN All-Star","1992","NL","","LHP"
"bondsba01","TSN All-Star","1992","NL","","OF"
"vanslan01","TSN All-Star","1992","NL","","OF"
"walkela01","TSN All-Star","1992","NL","","OF"
"maddugr01","TSN All-Star","1992","NL","","RHP"
"larkiba01","TSN All-Star","1992","NL","","SS"
"eckerde01","TSN Fireman of the Year","1992","AL","",""
"jonesdo01","TSN Fireman of the Year","1992","NL","Y",""
"smithle02","TSN Fireman of the Year","1992","NL","Y",""
"sheffga01","TSN Major League Player of the Year","1992","ML","",""
"eckerde01","TSN Pitcher of the Year","1992","AL","",""
"maddugr01","TSN Pitcher of the Year","1992","NL","",""
"bordepa01","World Series MVP","1992","ML","",""
"stewada01","ALCS MVP","1993","AL","",""
"puckeki01","All-Star Game MVP","1993","ML","",""
"molitpa01","Babe Ruth Award","1993","AL","","DH"
"puckeki01","Branch Rickey Award","1993","ML","",""
"mcdowja01","Cy Young Award","1993","AL","",""
"maddugr01","Cy Young Award","1993","NL","",""
"mattido01","Gold Glove","1993","AL","","1B"
"alomaro01","Gold Glove","1993","AL","","2B"
"venturo01","Gold Glove","1993","AL","","3B"
"rodriiv01","Gold Glove","1993","AL","","C"
"griffke02","Gold Glove","1993","AL","","OF"
"loftoke01","Gold Glove","1993","AL","","OF"
"whitede03","Gold Glove","1993","AL","","OF"
"langsma01","Gold Glove","1993","AL","","P"
"vizquom01","Gold Glove","1993","AL","","SS"
"gracema01","Gold Glove","1993","NL","","1B"
"thompro01","Gold Glove","1993","NL","","2B"
"willima04","Gold Glove","1993","NL","","3B"
"manwaki01","Gold Glove","1993","NL","","C"
"bondsba01","Gold Glove","1993","NL","","OF"
"grissma02","Gold Glove","1993","NL","","OF"
"walkela01","Gold Glove","1993","NL","","OF"
"maddugr01","Gold Glove","1993","NL","","P"
"bellja01","Gold Glove","1993","NL","","SS"
"olerujo01","Hutch Award","1993","ML","",""
"mattido01","Lou Gehrig Memorial Award","1993","ML","",""
"thomafr04","Most Valuable Player","1993","AL","",""
"bondsba01","Most Valuable Player","1993","NL","",""
"schilcu01","NLCS MVP","1993","NL","",""
"larkiba01","Roberto Clemente Award","1993","ML","",""
"montgje01","Rolaids Relief Man Award","1993","AL","",""
"myersra01","Rolaids Relief Man Award","1993","NL","",""
"salmoti01","Rookie of the Year","1993","AL","",""
"piazzmi01","Rookie of the Year","1993","NL","",""
"thomafr04","Silver Slugger","1993","AL","","1B"
"baergca01","Silver Slugger","1993","AL","","2B"
"boggswa01","Silver Slugger","1993","AL","","3B"
"stanlmi02","Silver Slugger","1993","AL","","C"
"molitpa01","Silver Slugger","1993","AL","","DH"
"belleal01","Silver Slugger","1993","AL","","OF"
"gonzaju03","Silver Slugger","1993","AL","","OF"
"griffke02","Silver Slugger","1993","AL","","OF"
"ripkeca01","Silver Slugger","1993","AL","","SS"
"mcgrifr01","Silver Slugger","1993","NL","","1B"
"thompro01","Silver Slugger","1993","NL","","2B"
"willima04","Silver Slugger","1993","NL","","3B"
"piazzmi01","Silver Slugger","1993","NL","","C"
"bondsba01","Silver Slugger","1993","NL","","OF"
"dykstle01","Silver Slugger","1993","NL","","OF"
"justida01","Silver Slugger","1993","NL","","OF"
"hershor01","Silver Slugger","1993","NL","","P"
"bellja01","Silver Slugger","1993","NL","","SS"
"thomafr04","TSN All-Star","1993","AL","","1B"
"baergca01","TSN All-Star","1993","AL","","2B"
"frymatr01","TSN All-Star","1993","AL","","3B"
"stanlmi02","TSN All-Star","1993","AL","","C"
"molitpa01","TSN All-Star","1993","AL","","DH"
"keyji01","TSN All-Star","1993","AL","","LHP"
"belleal01","TSN All-Star","1993","AL","","OF"
"gonzaju03","TSN All-Star","1993","AL","","OF"
"griffke02","TSN All-Star","1993","AL","","OF"
"mcdowja01","TSN All-Star","1993","AL","","RHP"
"ripkeca01","TSN All-Star","1993","AL","","SS"
"mcgrifr01","TSN All-Star","1993","NL","","1B"
"thompro01","TSN All-Star","1993","NL","","2B"
"willima04","TSN All-Star","1993","NL","","3B"
"piazzmi01","TSN All-Star","1993","NL","","C"
"averyst01","TSN All-Star","1993","NL","","LHP"
"bondsba01","TSN All-Star","1993","NL","","OF"
"dykstle01","TSN All-Star","1993","NL","","OF"
"justida01","TSN All-Star","1993","NL","","OF"
"maddugr01","TSN All-Star","1993","NL","","RHP"
"bellja01","TSN All-Star","1993","NL","","SS"
"montgje01","TSN Fireman of the Year","1993","AL","",""
"myersra01","TSN Fireman of the Year","1993","NL","",""
"thomafr04","TSN Major League Player of the Year","1993","ML","",""
"mcdowja01","TSN Pitcher of the Year","1993","AL","",""
"maddugr01","TSN Pitcher of the Year","1993","NL","",""
"molitpa01","World Series MVP","1993","ML","",""
"mcgrifr01","All-Star Game MVP","1994","ML","",""
"smithoz01","Branch Rickey Award","1994","ML","",""
"coneda01","Cy Young Award","1994","AL","",""
"maddugr01","Cy Young Award","1994","NL","",""
"mattido01","Gold Glove","1994","AL","","1B"
"alomaro01","Gold Glove","1994","AL","","2B"
"boggswa01","Gold Glove","1994","AL","","3B"
"rodriiv01","Gold Glove","1994","AL","","C"
"griffke02","Gold Glove","1994","AL","","OF"
"loftoke01","Gold Glove","1994","AL","","OF"
"whitede03","Gold Glove","1994","AL","","OF"
"langsma01","Gold Glove","1994","AL","","P"
"vizquom01","Gold Glove","1994","AL","","SS"
"bagweje01","Gold Glove","1994","NL","","1B"
"biggicr01","Gold Glove","1994","NL","","2B"
"willima04","Gold Glove","1994","NL","","3B"
"pagnoto01","Gold Glove","1994","NL","","C"
"bondsba01","Gold Glove","1994","NL","","OF"
"grissma02","Gold Glove","1994","NL","","OF"
"lewisda01","Gold Glove","1994","NL","","OF"
"maddugr01","Gold Glove","1994","NL","","P"
"larkiba01","Gold Glove","1994","NL","","SS"
"dawsoan01","Hutch Award","1994","ML","",""
"larkiba01","Lou Gehrig Memorial Award","1994","ML","",""
"thomafr04","Most Valuable Player","1994","AL","",""
"bagweje01","Most Valuable Player","1994","NL","",""
"winfida01","Roberto Clemente Award","1994","ML","",""
"smithle02","Rolaids Relief Man Award","1994","AL","",""
"beckro01","Rolaids Relief Man Award","1994","NL","",""
"hamelbo01","Rookie of the Year","1994","AL","",""
"mondera01","Rookie of the Year","1994","NL","",""
"thomafr04","Silver Slugger","1994","AL","","1B"
"baergca01","Silver Slugger","1994","AL","","2B"
"boggswa01","Silver Slugger","1994","AL","","3B"
"rodriiv01","Silver Slugger","1994","AL","","C"
"francju01","Silver Slugger","1994","AL","","DH"
"belleal01","Silver Slugger","1994","AL","","OF"
"griffke02","Silver Slugger","1994","AL","","OF"
"puckeki01","Silver Slugger","1994","AL","","OF"
"ripkeca01","Silver Slugger","1994","AL","","SS"
"bagweje01","Silver Slugger","1994","NL","","1B"
"biggicr01","Silver Slugger","1994","NL","","2B"
"willima04","Silver Slugger","1994","NL","","3B"
"piazzmi01","Silver Slugger","1994","NL","","C"
"aloumo01","Silver Slugger","1994","NL","","OF"
"bondsba01","Silver Slugger","1994","NL","","OF"
"gwynnto01","Silver Slugger","1994","NL","","OF"
"portuma01","Silver Slugger","1994","NL","","P"
"cordewi01","Silver Slugger","1994","NL","","SS"
"thomafr04","TSN All-Star","1994","AL","","1B"
"knoblch01","TSN All-Star","1994","AL","","2B"
"boggswa01","TSN All-Star","1994","AL","","3B"
"rodriiv01","TSN All-Star","1994","AL","","C"
"molitpa01","TSN All-Star","1994","AL","","DH"
"keyji01","TSN All-Star","1994","AL","","LHP"
"belleal01","TSN All-Star","1994","AL","","OF"
"griffke02","TSN All-Star","1994","AL","","OF"
"puckeki01","TSN All-Star","1994","AL","","OF"
"coneda01","TSN All-Star","1994","AL","","RHP"
"ripkeca01","TSN All-Star","1994","AL","","SS"
"bagweje01","TSN All-Star","1994","NL","","1B"
"biggicr01","TSN All-Star","1994","NL","","2B"
"willima04","TSN All-Star","1994","NL","","3B"
"piazzmi01","TSN All-Star","1994","NL","","C"
"jacksda02","TSN All-Star","1994","NL","","LHP"
"aloumo01","TSN All-Star","1994","NL","","OF"
"bondsba01","TSN All-Star","1994","NL","","OF"
"gwynnto01","TSN All-Star","1994","NL","","OF"
"maddugr01","TSN All-Star","1994","NL","","RHP"
"larkiba01","TSN All-Star","1994","NL","","SS"
"smithle02","TSN Fireman of the Year","1994","AL","",""
"francjo01","TSN Fireman of the Year","1994","NL","",""
"bagweje01","TSN Major League Player of the Year","1994","ML","",""
"keyji01","TSN Pitcher of the Year","1994","AL","",""
"maddugr01","TSN Pitcher of the Year","1994","NL","",""
"hershor01","ALCS MVP","1995","AL","",""
"coninje01","All-Star Game MVP","1995","ML","",""
"glavito02","Babe Ruth Award","1995","NL","","P"
"gwynnto01","Branch Rickey Award","1995","ML","",""
"johnsra05","Cy Young Award","1995","AL","",""
"maddugr01","Cy Young Award","1995","NL","",""
"snowjt01","Gold Glove","1995","AL","","1B"
"alomaro01","Gold Glove","1995","AL","","2B"
"boggswa01","Gold Glove","1995","AL","","3B"
"rodriiv01","Gold Glove","1995","AL","","C"
"griffke02","Gold Glove","1995","AL","","OF"
"loftoke01","Gold Glove","1995","AL","","OF"
"whitede03","Gold Glove","1995","AL","","OF"
"langsma01","Gold Glove","1995","AL","","P"
"vizquom01","Gold Glove","1995","AL","","SS"
"gracema01","Gold Glove","1995","NL","","1B"
"biggicr01","Gold Glove","1995","NL","","2B"
"caminke01","Gold Glove","1995","NL","","3B"
"johnsch04","Gold Glove","1995","NL","","C"
"finlest01","Gold Glove","1995","NL","","OF"
"grissma02","Gold Glove","1995","NL","","OF"
"mondera01","Gold Glove","1995","NL","","OF"
"maddugr01","Gold Glove","1995","NL","","P"
"larkiba01","Gold Glove","1995","NL","","SS"
"abbotji01","Hutch Award","1995","ML","",""
"schilcu01","Lou Gehrig Memorial Award","1995","ML","",""
"vaughmo01","Most Valuable Player","1995","AL","",""
"larkiba01","Most Valuable Player","1995","NL","",""
"devermi01","NLCS MVP","1995","NL","",""
"smithoz01","Roberto Clemente Award","1995","ML","",""
"mesajo01","Rolaids Relief Man Award","1995","AL","",""
"henketo01","Rolaids Relief Man Award","1995","NL","",""
"cordoma01","Rookie of the Year","1995","AL","",""
"nomohi01","Rookie of the Year","1995","NL","",""
"vaughmo01","Silver Slugger","1995","AL","","1B"
"knoblch01","Silver Slugger","1995","AL","","2B"
"gaettga01","Silver Slugger","1995","AL","","3B"
"rodriiv01","Silver Slugger","1995","AL","","C"
"martied01","Silver Slugger","1995","AL","","DH"
"belleal01","Silver Slugger","1995","AL","","OF"
"ramirma02","Silver Slugger","1995","AL","","OF"
"salmoti01","Silver Slugger","1995","AL","","OF"
"valenjo02","Silver Slugger","1995","AL","","SS"
"karroer01","Silver Slugger","1995","NL","","1B"
"biggicr01","Silver Slugger","1995","NL","","2B"
"castivi02","Silver Slugger","1995","NL","","3B"
"piazzmi01","Silver Slugger","1995","NL","","C"
"bicheda01","Silver Slugger","1995","NL","","OF"
"gwynnto01","Silver Slugger","1995","NL","","OF"
"sosasa01","Silver Slugger","1995","NL","","OF"
"glavito02","Silver Slugger","1995","NL","","P"
"larkiba01","Silver Slugger","1995","NL","","SS"
"vaughmo01","TSN All-Star","1995","AL","","1B"
"baergca01","TSN All-Star","1995","AL","","2B"
"thomeji01","TSN All-Star","1995","AL","","3B"
"rodriiv01","TSN All-Star","1995","AL","","C"
"martied01","TSN All-Star","1995","AL","","DH"
"johnsra05","TSN All-Star","1995","AL","","LHP"
"belleal01","TSN All-Star","1995","AL","","OF"
"edmonji01","TSN All-Star","1995","AL","Y","OF"
"ramirma02","TSN All-Star","1995","AL","Y","OF"
"salmoti01","TSN All-Star","1995","AL","","OF"
"mussimi01","TSN All-Star","1995","AL","","RHP"
"ripkeca01","TSN All-Star","1995","AL","","SS"
"karroer01","TSN All-Star","1995","NL","","1B"
"biggicr01","TSN All-Star","1995","NL","","2B"
"castivi02","TSN All-Star","1995","NL","","3B"
"piazzmi01","TSN All-Star","1995","NL","","C"
"schoupe01","TSN All-Star","1995","NL","","LHP"
"bicheda01","TSN All-Star","1995","NL","","OF"
"sandere02","TSN All-Star","1995","NL","","OF"
"sosasa01","TSN All-Star","1995","NL","","OF"
"maddugr01","TSN All-Star","1995","NL","","RHP"
"larkiba01","TSN All-Star","1995","NL","","SS"
"mesajo01","TSN Fireman of the Year","1995","AL","",""
"myersra01","TSN Fireman of the Year","1995","NL","",""
"belleal01","TSN Major League Player of the Year","1995","ML","",""
"johnsra05","TSN Pitcher of the Year","1995","AL","",""
"maddugr01","TSN Pitcher of the Year","1995","NL","",""
"glavito02","World Series MVP","1995","ML","",""
"willibe02","ALCS MVP","1996","AL","",""
"piazzmi01","All-Star Game MVP","1996","ML","",""
"fieldce01","Babe Ruth Award","1996","AL","","DH"
"butlebr01","Branch Rickey Award","1996","ML","",""
"hentgpa01","Cy Young Award","1996","AL","",""
"smoltjo01","Cy Young Award","1996","NL","",""
"snowjt01","Gold Glove","1996","AL","","1B"
"alomaro01","Gold Glove","1996","AL","","2B"
"venturo01","Gold Glove","1996","AL","","3B"
"rodriiv01","Gold Glove","1996","AL","","C"
"buhneja01","Gold Glove","1996","AL","","OF"
"griffke02","Gold Glove","1996","AL","","OF"
"loftoke01","Gold Glove","1996","AL","","OF"
"mussimi01","Gold Glove","1996","AL","","P"
"vizquom01","Gold Glove","1996","AL","","SS"
"gracema01","Gold Glove","1996","NL","","1B"
"biggicr01","Gold Glove","1996","NL","","2B"
"caminke01","Gold Glove","1996","NL","","3B"
"johnsch04","Gold Glove","1996","NL","","C"
"bondsba01","Gold Glove","1996","NL","","OF"
"finlest01","Gold Glove","1996","NL","","OF"
"grissma02","Gold Glove","1996","NL","","OF"
"maddugr01","Gold Glove","1996","NL","","P"
"larkiba01","Gold Glove","1996","NL","","SS"
"vizquom01","Hutch Award","1996","ML","",""
"butlebr01","Lou Gehrig Memorial Award","1996","ML","",""
"gonzaju03","Most Valuable Player","1996","AL","",""
"caminke01","Most Valuable Player","1996","NL","",""
"lopezja01","NLCS MVP","1996","NL","",""
"puckeki01","Roberto Clemente Award","1996","ML","",""
"wettejo01","Rolaids Relief Man Award","1996","AL","",""
"brantje01","Rolaids Relief Man Award","1996","NL","",""
"jeterde01","Rookie of the Year","1996","AL","",""
"hollato01","Rookie of the Year","1996","NL","",""
"mcgwima01","Silver Slugger","1996","AL","","1B"
"alomaro01","Silver Slugger","1996","AL","","2B"
"thomeji01","Silver Slugger","1996","AL","","3B"
"rodriiv01","Silver Slugger","1996","AL","","C"
"molitpa01","Silver Slugger","1996","AL","","DH"
"belleal01","Silver Slugger","1996","AL","","OF"
"gonzaju03","Silver Slugger","1996","AL","","OF"
"griffke02","Silver Slugger","1996","AL","","OF"
"rodrial01","Silver Slugger","1996","AL","","SS"
"galaran01","Silver Slugger","1996","NL","","1B"
"younger01","Silver Slugger","1996","NL","","2B"
"caminke01","Silver Slugger","1996","NL","","3B"
"piazzmi01","Silver Slugger","1996","NL","","C"
"bondsba01","Silver Slugger","1996","NL","","OF"
"burksel01","Silver Slugger","1996","NL","","OF"
"sheffga01","Silver Slugger","1996","NL","","OF"
"glavito02","Silver Slugger","1996","NL","","P"
"larkiba01","Silver Slugger","1996","NL","","SS"
"mcgwima01","TSN All-Star","1996","AL","","1B"
"alomaro01","TSN All-Star","1996","AL","","2B"
"thomeji01","TSN All-Star","1996","AL","","3B"
"rodriiv01","TSN All-Star","1996","AL","","C"
"molitpa01","TSN All-Star","1996","AL","","DH"
"pettian01","TSN All-Star","1996","AL","","LHP"
"belleal01","TSN All-Star","1996","AL","","OF"
"gonzaju03","TSN All-Star","1996","AL","","OF"
"griffke02","TSN All-Star","1996","AL","","OF"
"hentgpa01","TSN All-Star","1996","AL","","RHP"
"rodrial01","TSN All-Star","1996","AL","","SS"
"bagweje01","TSN All-Star","1996","NL","","1B"
"younger01","TSN All-Star","1996","NL","","2B"
"caminke01","TSN All-Star","1996","NL","","3B"
"piazzmi01","TSN All-Star","1996","NL","","C"
"leiteal01","TSN All-Star","1996","NL","","LHP"
"bondsba01","TSN All-Star","1996","NL","","OF"
"burksel01","TSN All-Star","1996","NL","","OF"
"sheffga01","TSN All-Star","1996","NL","","OF"
"smoltjo01","TSN All-Star","1996","NL","","RHP"
"larkiba01","TSN All-Star","1996","NL","","SS"
"wettejo01","TSN Fireman of the Year","1996","AL","",""
"hoffmtr01","TSN Fireman of the Year","1996","NL","",""
"rodrial01","TSN Major League Player of the Year","1996","ML","",""
"hentgpa01","TSN Pitcher of the Year","1996","AL","",""
"smoltjo01","TSN Pitcher of the Year","1996","NL","",""
"wettejo01","World Series MVP","1996","ML","",""
"grissma02","ALCS MVP","1997","AL","",""
"alomasa02","All-Star Game MVP","1997","ML","",""
"aloumo01","Babe Ruth Award","1997","NL","","OF"
"biggicr01","Branch Rickey Award","1997","ML","",""
"clemero02","Cy Young Award","1997","AL","",""
"martipe02","Cy Young Award","1997","NL","",""
"palmera01","Gold Glove","1997","AL","","1B"
"knoblch01","Gold Glove","1997","AL","","2B"
"willima04","Gold Glove","1997","AL","","3B"
"rodriiv01","Gold Glove","1997","AL","","C"
"edmonji01","Gold Glove","1997","AL","","OF"
"griffke02","Gold Glove","1997","AL","","OF"
"willibe02","Gold Glove","1997","AL","","OF"
"mussimi01","Gold Glove","1997","AL","","P"
"vizquom01","Gold Glove","1997","AL","","SS"
"snowjt01","Gold Glove","1997","NL","","1B"
"biggicr01","Gold Glove","1997","NL","","2B"
"caminke01","Gold Glove","1997","NL","","3B"
"johnsch04","Gold Glove","1997","NL","","C"
"bondsba01","Gold Glove","1997","NL","","OF"
"mondera01","Gold Glove","1997","NL","","OF"
"walkela01","Gold Glove","1997","NL","","OF"
"maddugr01","Gold Glove","1997","NL","","P"
"ordonre01","Gold Glove","1997","NL","","SS"
"daviser01","Hutch Award","1997","ML","",""
"molitpa01","Lou Gehrig Memorial Award","1997","ML","",""
"griffke02","Most Valuable Player","1997","AL","",""
"walkela01","Most Valuable Player","1997","NL","",""
"hernali01","NLCS MVP","1997","NL","",""
"clemero02","Pitching Triple Crown","1997","AL","",""
"daviser01","Roberto Clemente Award","1997","ML","",""
"myersra01","Rolaids Relief Man Award","1997","AL","",""
"shawje01","Rolaids Relief Man Award","1997","NL","",""
"garcino01","Rookie of the Year","1997","AL","",""
"rolensc01","Rookie of the Year","1997","NL","",""
"martiti02","Silver Slugger","1997","AL","","1B"
"knoblch01","Silver Slugger","1997","AL","","2B"
"willima04","Silver Slugger","1997","AL","","3B"
"rodriiv01","Silver Slugger","1997","AL","","C"
"martied01","Silver Slugger","1997","AL","","DH"
"gonzaju03","Silver Slugger","1997","AL","","OF"
"griffke02","Silver Slugger","1997","AL","","OF"
"justida01","Silver Slugger","1997","AL","","OF"
"garcino01","Silver Slugger","1997","AL","","SS"
"bagweje01","Silver Slugger","1997","NL","","1B"
"biggicr01","Silver Slugger","1997","NL","","2B"
"castivi02","Silver Slugger","1997","NL","","3B"
"piazzmi01","Silver Slugger","1997","NL","","C"
"bondsba01","Silver Slugger","1997","NL","","OF"
"gwynnto01","Silver Slugger","1997","NL","","OF"
"walkela01","Silver Slugger","1997","NL","","OF"
"smoltjo01","Silver Slugger","1997","NL","","P"
"blausje01","Silver Slugger","1997","NL","","SS"
"martiti02","TSN All-Star","1997","AL","","1B"
"knoblch01","TSN All-Star","1997","AL","","2B"
"willima04","TSN All-Star","1997","AL","","3B"
"rodriiv01","TSN All-Star","1997","AL","","C"
"martied01","TSN All-Star","1997","AL","","DH"
"johnsra05","TSN All-Star","1997","AL","","LHP"
"griffke02","TSN All-Star","1997","AL","","OF"
"justida01","TSN All-Star","1997","AL","","OF"
"salmoti01","TSN All-Star","1997","AL","","OF"
"clemero02","TSN All-Star","1997","AL","","RHP"
"garcino01","TSN All-Star","1997","AL","","SS"
"bagweje01","TSN All-Star","1997","NL","","1B"
"biggicr01","TSN All-Star","1997","NL","","2B"
"castivi02","TSN All-Star","1997","NL","","3B"
"piazzmi01","TSN All-Star","1997","NL","","C"
"neaglde01","TSN All-Star","1997","NL","","LHP"
"bondsba01","TSN All-Star","1997","NL","","OF"
"gwynnto01","TSN All-Star","1997","NL","","OF"
"walkela01","TSN All-Star","1997","NL","","OF"
"martipe02","TSN All-Star","1997","NL","","RHP"
"blausje01","TSN All-Star","1997","NL","","SS"
"riverma01","TSN Fireman of the Year","1997","AL","",""
"shawje01","TSN Fireman of the Year","1997","NL","",""
"griffke02","TSN Major League Player of the Year","1997","ML","",""
"clemero02","TSN Pitcher of the Year","1997","AL","",""
"martipe02","TSN Pitcher of the Year","1997","NL","",""
"hernali01","World Series MVP","1997","ML","",""
"wellsda01","ALCS MVP","1998","AL","",""
"alomaro01","All-Star Game MVP","1998","ML","",""
"brosisc01","Babe Ruth Award","1998","AL","","3B"
"molitpa01","Branch Rickey Award","1998","ML","",""
"clemero02","Cy Young Award","1998","AL","",""
"glavito02","Cy Young Award","1998","NL","",""
"palmera01","Gold Glove","1998","AL","","1B"
"alomaro01","Gold Glove","1998","AL","","2B"
"venturo01","Gold Glove","1998","AL","","3B"
"rodriiv01","Gold Glove","1998","AL","","C"
"edmonji01","Gold Glove","1998","AL","","OF"
"griffke02","Gold Glove","1998","AL","","OF"
"willibe02","Gold Glove","1998","AL","","OF"
"mussimi01","Gold Glove","1998","AL","","P"
"vizquom01","Gold Glove","1998","AL","","SS"
"snowjt01","Gold Glove","1998","NL","","1B"
"boonebr01","Gold Glove","1998","NL","","2B"
"rolensc01","Gold Glove","1998","NL","","3B"
"johnsch04","Gold Glove","1998","NL","","C"
"bondsba01","Gold Glove","1998","NL","","OF"
"jonesan01","Gold Glove","1998","NL","","OF"
"walkela01","Gold Glove","1998","NL","","OF"
"maddugr01","Gold Glove","1998","NL","","P"
"ordonre01","Gold Glove","1998","NL","","SS"
"coneda01","Hutch Award","1998","ML","",""
"gwynnto01","Lou Gehrig Memorial Award","1998","ML","",""
"gonzaju03","Most Valuable Player","1998","AL","",""
"sosasa01","Most Valuable Player","1998","NL","",""
"hitchst01","NLCS MVP","1998","NL","",""
"clemero02","Pitching Triple Crown","1998","AL","",""
"sosasa01","Roberto Clemente Award","1998","ML","",""
"gordoto01","Rolaids Relief Man Award","1998","AL","",""
"hoffmtr01","Rolaids Relief Man Award","1998","NL","",""
"grievbe01","Rookie of the Year","1998","AL","",""
"woodke02","Rookie of the Year","1998","NL","",""
"palmera01","Silver Slugger","1998","AL","","1B"
"easleda01","Silver Slugger","1998","AL","","2B"
"palmede01","Silver Slugger","1998","AL","","3B"
"rodriiv01","Silver Slugger","1998","AL","","C"
"cansejo01","Silver Slugger","1998","AL","","DH"
"belleal01","Silver Slugger","1998","AL","","OF"
"gonzaju03","Silver Slugger","1998","AL","","OF"
"griffke02","Silver Slugger","1998","AL","","OF"
"rodrial01","Silver Slugger","1998","AL","","SS"
"mcgwima01","Silver Slugger","1998","NL","","1B"
"biggicr01","Silver Slugger","1998","NL","","2B"
"castivi02","Silver Slugger","1998","NL","","3B"
"piazzmi01","Silver Slugger","1998","NL","","C"
"aloumo01","Silver Slugger","1998","NL","","OF"
"sosasa01","Silver Slugger","1998","NL","","OF"
"vaughgr01","Silver Slugger","1998","NL","","OF"
"glavito02","Silver Slugger","1998","NL","","P"
"larkiba01","Silver Slugger","1998","NL","","SS"
"palmera01","TSN All-Star","1998","AL","","1B"
"alomaro01","TSN All-Star","1998","AL","","2B"
"brosisc01","TSN All-Star","1998","AL","","3B"
"rodriiv01","TSN All-Star","1998","AL","","C"
"cansejo01","TSN All-Star","1998","AL","","DH"
"wellsda01","TSN All-Star","1998","AL","","LHP"
"belleal01","TSN All-Star","1998","AL","","OF"
"gonzaju03","TSN All-Star","1998","AL","","OF"
"griffke02","TSN All-Star","1998","AL","","OF"
"martipe02","TSN All-Star","1998","AL","","RHP"
"rodrial01","TSN All-Star","1998","AL","","SS"
"mcgwima01","TSN All-Star","1998","NL","","1B"
"biggicr01","TSN All-Star","1998","NL","","2B"
"castivi02","TSN All-Star","1998","NL","","3B"
"piazzmi01","TSN All-Star","1998","NL","","C"
"glavito02","TSN All-Star","1998","NL","","LHP"
"aloumo01","TSN All-Star","1998","NL","","OF"
"sosasa01","TSN All-Star","1998","NL","","OF"
"vaughgr01","TSN All-Star","1998","NL","","OF"
"brownke01","TSN All-Star","1998","NL","","RHP"
"larkiba01","TSN All-Star","1998","NL","","SS"
"gordoto01","TSN Fireman of the Year","1998","AL","",""
"hoffmtr01","TSN Fireman of the Year","1998","NL","",""
"sosasa01","TSN Major League Player of the Year","1998","ML","",""
"clemero02","TSN Pitcher of the Year","1998","AL","",""
"brownke01","TSN Pitcher of the Year","1998","NL","",""
"brosisc01","World Series MVP","1998","ML","",""
"hernaor01","ALCS MVP","1999","AL","",""
"martipe02","All-Star Game MVP","1999","ML","",""
"riverma01","Babe Ruth Award","1999","AL","","RP"
"leiteal01","Branch Rickey Award","1999","ML","",""
"martipe02","Cy Young Award","1999","AL","",""
"johnsra05","Cy Young Award","1999","NL","",""
"palmera01","Gold Glove","1999","AL","","1B"
"alomaro01","Gold Glove","1999","AL","","2B"
"brosisc01","Gold Glove","1999","AL","","3B"
"rodriiv01","Gold Glove","1999","AL","","C"
"greensh01","Gold Glove","1999","AL","","OF"
"griffke02","Gold Glove","1999","AL","","OF"
"willibe02","Gold Glove","1999","AL","","OF"
"mussimi01","Gold Glove","1999","AL","","P"
"vizquom01","Gold Glove","1999","AL","","SS"
"snowjt01","Gold Glove","1999","NL","","1B"
"reesepo01","Gold Glove","1999","NL","","2B"
"venturo01","Gold Glove","1999","NL","","3B"
"liebemi01","Gold Glove","1999","NL","","C"
"finlest01","Gold Glove","1999","NL","","OF"
"jonesan01","Gold Glove","1999","NL","","OF"
"walkela01","Gold Glove","1999","NL","","OF"
"maddugr01","Gold Glove","1999","NL","","P"
"ordonre01","Gold Glove","1999","NL","","SS"
"ramirma02","Hank Aaron Award","1999","AL","","OF"
"sosasa01","Hank Aaron Award","1999","NL","","OF"
"caseyse01","Hutch Award","1999","ML","",""
"mcgwima01","Lou Gehrig Memorial Award","1999","ML","",""
"rodriiv01","Most Valuable Player","1999","AL","",""
"jonesch06","Most Valuable Player","1999","NL","",""
"perezed02","NLCS MVP","1999","NL","",""
"martipe02","Pitching Triple Crown","1999","AL","",""
"gwynnto01","Roberto Clemente Award","1999","ML","",""
"riverma01","Rolaids Relief Man Award","1999","AL","",""
"wagnebi02","Rolaids Relief Man Award","1999","NL","",""
"beltrca01","Rookie of the Year","1999","AL","",""
"willisc01","Rookie of the Year","1999","NL","",""
"delgaca01","Silver Slugger","1999","AL","","1B"
"alomaro01","Silver Slugger","1999","AL","","2B"
"palmede01","Silver Slugger","1999","AL","","3B"
"rodriiv01","Silver Slugger","1999","AL","","C"
"palmera01","Silver Slugger","1999","AL","","DH"
"greensh01","Silver Slugger","1999","AL","","OF"
"griffke02","Silver Slugger","1999","AL","","OF"
"ramirma02","Silver Slugger","1999","AL","","OF"
"rodrial01","Silver Slugger","1999","AL","","SS"
"bagweje01","Silver Slugger","1999","NL","","1B"
"alfoned01","Silver Slugger","1999","NL","","2B"
"jonesch06","Silver Slugger","1999","NL","","3B"
"piazzmi01","Silver Slugger","1999","NL","","C"
"guerrvl01","Silver Slugger","1999","NL","","OF"
"sosasa01","Silver Slugger","1999","NL","","OF"
"walkela01","Silver Slugger","1999","NL","","OF"
"hamptmi01","Silver Slugger","1999","NL","","P"
"larkiba01","Silver Slugger","1999","NL","","SS"
"palmera01","TSN All-Star","1999","AL","","1B"
"alomaro01","TSN All-Star","1999","AL","","2B"
